Counter,Accession,Description,Sum(Coverage),Sum(# Proteins),Sum(# Unique Peptides),Sum(# Peptides),Sum(# PSMs),# Peptides A2,# Peptides B2,# Peptides C2,# PSM A2,# PSM B2,# PSM C2,Coverage A2,Coverage B2,Coverage C2,Score A2,Score B2,Score C2,# AAs,MW [kDa],calc. pI
1,O14654,Insulin receptor substrate 4 OS=Homo sapiens GN=IRS4 PE=1 SV=1 - [IRS4_HUMAN],7.96%,1,8,8,25,4,3,4,7,8,10,4.46%,4.46%,4.85%,0,0,0,1257,133.7,8.44
1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2 - [IF2B1_HUMAN],5.03%,1,2,2,2,,1,1,,1,1,,2.08%,2.95%,,0,0,577,63.4,9.2
1,Q9NQX7,Integral membrane protein 2C OS=Homo sapiens GN=ITM2C PE=1 SV=1 - [ITM2C_HUMAN],8.61%,1,1,1,1,1,,,1,,,8.61%,,,0,,,267,30.2,8
1,P17301,Integrin alpha-2 OS=Homo sapiens GN=ITGA2 PE=1 SV=1 - [ITA2_HUMAN],1.10%,1,1,1,1,,1,,,1,,,1.10%,,,0,,1181,129.2,5.31
1,P15260,Interferon gamma receptor 1 OS=Homo sapiens GN=IFNGR1 PE=1 SV=1 - [INGR1_HUMAN],2.66%,1,1,1,1,,,1,,,1,,,2.66%,,,0,489,54.4,4.91
1,Q12905,Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2 - [ILF2_HUMAN],4.10%,1,1,1,1,,1,,,1,,,4.10%,,,0,,390,43,5.26
1,Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3 - [ILF3_HUMAN],3.24%,2,3,3,5,1,3,1,1,3,1,1.23%,3.24%,1.23%,0,0,0,894,95.3,8.76
1,Q9Y616,Interleukin-1 receptor-associated kinase 3 OS=Homo sapiens GN=IRAK3 PE=1 SV=2 - [IRAK3_HUMAN],5.87%,1,1,1,1,,,1,,,1,,,5.87%,,,0,596,67.7,6.7
1,Q9Y366,Intraflagellar transport protein 52 homolog OS=Homo sapiens GN=IFT52 PE=2 SV=3 - [IFT52_HUMAN],3.20%,1,1,1,1,,,1,,,1,,,3.20%,,,0,437,49.7,5.26
1,O60306,Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4 - [AQR_HUMAN],0.94%,1,1,1,1,,,1,,,1,,,0.94%,,,0,1485,171.2,6.37
1,P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1 - [IDH3A_HUMAN]",7.38%,1,2,2,2,,,2,,,2,,,7.38%,,,0,366,39.6,6.92
1,O43837,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=2 - [IDH3B_HUMAN]",2.34%,1,1,1,1,,1,,,1,,,2.34%,,,0,,385,42.2,8.46
1,P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2 - [SYIC_HUMAN]",1.27%,1,1,1,3,,1,1,,2,1,,1.27%,1.27%,,0,0,1262,144.4,6.15
1,Q15040,Josephin-1 OS=Homo sapiens GN=JOSD1 PE=1 SV=1 - [JOS1_HUMAN],10.40%,1,1,1,3,1,1,1,1,1,1,10.40%,10.40%,10.40%,0,0,0,202,23.2,8.54
1,Q9BX67,Junctional adhesion molecule C OS=Homo sapiens GN=JAM3 PE=1 SV=1 - [JAM3_HUMAN],6.13%,1,1,1,2,,,1,,,2,,,6.13%,,,0,310,35,7.59
1,P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3 - [K1C9_HUMAN]",14.29%,1,2,2,4,1,2,1,1,2,1,3.69%,14.29%,3.69%,0,1.73,0,623,62,5.24
1,Q8NC54,Keratinocyte-associated transmembrane protein 2 OS=Homo sapiens GN=KCT2 PE=1 SV=2 - [KCT2_HUMAN],4.53%,1,1,1,3,,1,1,,2,1,,4.53%,4.53%,,0,0,265,29.2,5.08
1,O75525,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Homo sapiens GN=KHDRBS3 PE=1 SV=1 - [KHDR3_HUMAN]",2.60%,3,1,1,1,,,1,,,1,,,2.60%,,,0,346,38.8,7.61
1,Q9ULH0,Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 PE=1 SV=3 - [KDIS_HUMAN],0.85%,1,1,1,2,,1,1,,1,1,,0.85%,0.85%,,0,0,1771,196.4,6.62
1,Q07866,Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=1 SV=2 - [KLC1_HUMAN],2.44%,2,1,1,2,1,,1,1,,1,2.44%,,2.44%,0,,0,573,65.3,6.2
1,Q12756,Kinesin-like protein KIF1A OS=Homo sapiens GN=KIF1A PE=1 SV=2 - [KIF1A_HUMAN],0.71%,1,1,1,1,,,1,,,1,,,0.71%,,,0,1690,190.9,6.21
1,Q02241,Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3 - [KIF23_HUMAN],0.83%,1,1,1,1,1,,,1,,,0.83%,,,0,,,960,110,8.51
1,Q9BZD4,Kinetochore protein Nuf2 OS=Homo sapiens GN=NUF2 PE=1 SV=2 - [NUF2_HUMAN],2.59%,1,1,1,1,,1,,,1,,,2.59%,,,0,,464,54.3,8.27
1,Q14678,KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens GN=KANK1 PE=1 SV=3 - [KANK1_HUMAN],1.11%,1,1,1,2,,,1,,,2,,,1.11%,,,0,1352,147.2,5.3
1,O43291,Kunitz-type protease inhibitor 2 OS=Homo sapiens GN=SPINT2 PE=1 SV=2 - [SPIT2_HUMAN],5.56%,1,1,1,2,1,,1,1,,1,5.56%,,5.56%,0,,0,252,28.2,8.29
1,Q96RQ9,L-amino-acid oxidase OS=Homo sapiens GN=IL4I1 PE=1 SV=1 - [OXLA_HUMAN],6.17%,1,1,1,1,1,,,1,,,6.17%,,,0,,,567,62.8,8.68
1,P00338,L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2 - [LDHA_HUMAN],15.36%,3,3,4,4,1,2,1,1,2,1,3.61%,6.93%,4.82%,0,0,0,332,36.7,8.27
1,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],13.47%,3,4,5,13,2,1,3,7,1,5,9.28%,5.69%,7.49%,0,0,0,334,36.6,6.05
1,Q6PKG0,La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2 - [LARP1_HUMAN],2.19%,2,2,2,4,1,1,1,1,2,1,0.64%,0.64%,1.55%,0,0,0,1096,123.4,8.82
1,Q04760,Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4 - [LGUL_HUMAN],19.57%,1,2,2,4,1,1,1,1,1,2,10.87%,8.70%,10.87%,0,0,0,184,20.8,5.31
1,Q14739,Lamin-B receptor OS=Homo sapiens GN=LBR PE=1 SV=2 - [LBR_HUMAN],1.79%,1,1,1,1,,,1,,,1,,,1.79%,,,0,615,70.7,9.36
1,P20700,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2 - [LMNB1_HUMAN],14.16%,2,5,6,6,1,2,3,1,2,3,2.39%,3.92%,7.85%,0,0,0,586,66.4,5.16
1,P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2 - [LAP2B_HUMAN]",6.61%,2,2,2,3,1,,2,1,,2,3.08%,,6.61%,0,,0,454,50.6,9.38
1,O43813,LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1 - [LANC1_HUMAN],3.26%,1,1,1,1,,,1,,,1,,,3.26%,,,0,399,45.3,7.75
1,Q16850,Lanosterol 14-alpha demethylase OS=Homo sapiens GN=CYP51A1 PE=1 SV=3 - [CP51A_HUMAN],4.17%,1,1,1,1,,,1,,,1,,,4.17%,,,0,503,56.8,8.53
1,P48449,Lanosterol synthase OS=Homo sapiens GN=LSS PE=1 SV=1 - [ERG7_HUMAN],2.19%,1,1,1,5,1,1,1,3,1,1,2.19%,2.19%,2.19%,0,0,0,732,83.3,6.61
1,Q01650,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2 - [LAT1_HUMAN],7.50%,1,3,3,7,1,2,3,1,2,4,4.54%,7.50%,7.50%,0,0,0,507,55,7.72
1,O75387,Large neutral amino acids transporter small subunit 3 OS=Homo sapiens GN=SLC43A1 PE=1 SV=1 - [LAT3_HUMAN],3.94%,1,1,1,1,1,,,1,,,3.94%,,,0,,,559,61.4,7.68
1,P46379,Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 PE=1 SV=2 - [BAG6_HUMAN],1.50%,1,1,1,2,,,1,,,2,,,1.50%,,,0,1132,119.3,5.6
1,Q9HCC9,Lateral signaling target protein 2 homolog OS=Homo sapiens GN=ZFYVE28 PE=1 SV=3 - [LST2_HUMAN],1.24%,1,1,1,3,1,1,,1,2,,1.24%,1.24%,,0,0,,887,96.4,5.11
1,Q6P5Q4,Leiomodin-2 OS=Homo sapiens GN=LMOD2 PE=1 SV=2 - [LMOD2_HUMAN],2.01%,1,1,1,1,,,1,,,1,,,2.01%,,,0,547,61.6,5.78
1,Q8NC56,LEM domain-containing protein 2 OS=Homo sapiens GN=LEMD2 PE=1 SV=1 - [LEMD2_HUMAN],2.39%,1,1,1,1,,,1,,,1,,,2.39%,,,0,503,56.9,9
1,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2 - [SYLC_HUMAN]",0.85%,1,1,1,1,,1,,,1,,,0.85%,,,0,,1176,134.4,7.3
1,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3 - [LPPRC_HUMAN]",3.66%,1,4,4,7,2,2,3,2,2,3,2.01%,2.01%,2.65%,0,0,0,1394,157.8,6.13
1,Q6PJG9,Leucine-rich repeat and fibronectin type-III domain-containing protein 4 OS=Homo sapiens GN=LRFN4 PE=1 SV=1 - [LRFN4_HUMAN],3.46%,1,1,1,1,,1,,,1,,,3.46%,,,0,,635,66.8,6.92
1,P50851,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4 - [LRBA_HUMAN],0.45%,2,1,1,1,,1,,,1,,,0.45%,,,0,,2863,318.9,5.6
1,P05455,Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2 - [LA_HUMAN],7.35%,1,2,2,2,,2,,,2,,,7.35%,,,0,,408,46.8,7.12
1,Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3 - [TOPK_HUMAN],3.42%,1,1,1,1,,,1,,,1,,,3.42%,,,0,322,36.1,5.12
1,P46736,Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens GN=BRCC3 PE=1 SV=2 - [BRCC3_HUMAN],3.16%,1,1,1,1,1,,,1,,,3.16%,,,0,,,316,36,5.92
1,P14174,Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4 - [MIF_HUMAN],11.30%,1,2,2,2,,2,,,2,,,11.30%,,,0,,115,12.5,7.88
1,P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3 - [MDHM_HUMAN]",3.55%,1,1,1,1,1,,,1,,,3.55%,,,0,,,338,35.5,8.68
1,Q8N4S9,MARVEL domain-containing protein 2 OS=Homo sapiens GN=MARVELD2 PE=1 SV=2 - [MALD2_HUMAN],2.15%,1,1,1,1,,1,,,1,,,2.15%,,,0,,558,64.1,7.53
1,P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2 - [MATR3_HUMAN],6.38%,1,4,4,8,2,1,4,2,2,4,3.54%,2.48%,6.38%,0,0,0,847,94.6,6.25
1,Q9Y6X3,MAU2 chromatid cohesion factor homolog OS=Homo sapiens GN=MAU2 PE=1 SV=2 - [SCC4_HUMAN],1.47%,1,1,1,1,,,1,,,1,,,1.47%,,,0,613,69,7.25
1,Q86YW9,Mediator of RNA polymerase II transcription subunit 12-like protein OS=Homo sapiens GN=MED12L PE=1 SV=2 - [MD12L_HUMAN],0.93%,1,1,1,1,1,,,1,,,0.93%,,,0,,,2145,240,7.77
1,O75448,Mediator of RNA polymerase II transcription subunit 24 OS=Homo sapiens GN=MED24 PE=1 SV=1 - [MED24_HUMAN],1.11%,1,1,1,1,,,1,,,1,,,1.11%,,,0,989,110.2,6.95
1,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1 - [ACADM_HUMAN]",2.14%,1,1,1,1,,1,,,1,,,2.14%,,,0,,421,46.6,8.37
1,Q8TBP5,Membrane protein FAM174A OS=Homo sapiens GN=FAM174A PE=2 SV=1 - [F174A_HUMAN],4.74%,1,1,1,2,1,1,,1,1,,4.74%,4.74%,,0,0,,190,19.9,6.33
1,Q658P3,Metalloreductase STEAP3 OS=Homo sapiens GN=STEAP3 PE=1 SV=2 - [STEA3_HUMAN],3.28%,1,1,1,3,1,,1,2,,1,3.28%,,3.28%,0,,0,488,54.6,8.6
1,P53582,Methionine aminopeptidase 1 OS=Homo sapiens GN=METAP1 PE=1 SV=2 - [MAP11_HUMAN],2.85%,1,1,1,1,,1,,,1,,,2.85%,,,0,,386,43.2,7.17
1,P50579,Methionine aminopeptidase 2 OS=Homo sapiens GN=METAP2 PE=1 SV=1 - [MAP2_HUMAN],1.67%,1,1,1,1,,1,,,1,,,1.67%,,,0,,478,52.9,5.82
1,Q9UBK8,Methionine synthase reductase OS=Homo sapiens GN=MTRR PE=1 SV=3 - [MTRR_HUMAN],2.07%,1,1,1,1,,,1,,,1,,,2.07%,,,0,725,80.4,6.49
1,Q96GW9,"Methionine--tRNA ligase, mitochondrial OS=Homo sapiens GN=MARS2 PE=1 SV=2 - [SYMM_HUMAN]",1.69%,1,1,1,1,1,,,1,,,1.69%,,,0,,,593,66.5,8.09
1,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1 - [MCCB_HUMAN]",1.78%,1,1,1,1,,,1,,,1,,,1.78%,,,0,563,61.3,7.68
1,Q6N021,Methylcytosine dioxygenase TET2 OS=Homo sapiens GN=TET2 PE=1 SV=3 - [TET2_HUMAN],0.50%,1,1,1,1,,1,,,1,,,0.50%,,,0,,2002,223.7,7.99
1,P22033,"Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens GN=MUT PE=1 SV=4 - [MUTA_HUMAN]",2.80%,1,1,1,1,,1,,,1,,,2.80%,,,0,,750,83.1,6.93
1,Q15800,Methylsterol monooxygenase 1 OS=Homo sapiens GN=MSMO1 PE=1 SV=1 - [MSMO1_HUMAN],5.12%,1,1,1,1,,,1,,,1,,,5.12%,,,0,293,35.2,7.23
1,Q9H1A3,Methyltransferase-like protein 9 OS=Homo sapiens GN=METTL9 PE=2 SV=1 - [METL9_HUMAN],5.97%,1,1,1,1,,,1,,,1,,,5.97%,,,0,318,36.5,7.36
1,Q6NT16,MFS-type transporter SLC18B1 OS=Homo sapiens GN=SLC18B1 PE=1 SV=1 - [S18B1_HUMAN],2.85%,1,1,1,1,,,1,,,1,,,2.85%,,,0,456,48.8,5.22
1,Q6UXV4,MICOS complex subunit MIC27 OS=Homo sapiens GN=APOOL PE=1 SV=1 - [MIC27_HUMAN],7.46%,1,1,1,1,1,,,1,,,7.46%,,,0,,,268,29.1,9.52
1,O14880,Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1 - [MGST3_HUMAN],8.55%,1,1,1,1,,1,,,1,,,8.55%,,,0,,152,16.5,9.38
1,Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4 - [MACF1_HUMAN]",0.31%,1,1,1,1,,,1,,,1,,,0.31%,,,0,7388,837.8,5.39
1,Q66K74,Microtubule-associated protein 1S OS=Homo sapiens GN=MAP1S PE=1 SV=2 - [MAP1S_HUMAN],0.94%,1,1,1,1,1,,,1,,,0.94%,,,0,,,1059,112.1,7.3
1,P27816,Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3 - [MAP4_HUMAN],1.30%,1,1,1,1,,,1,,,1,,,1.30%,,,0,1152,120.9,5.43
1,Q9NU22,Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2 - [MDN1_HUMAN],0.39%,1,1,1,1,,,1,,,1,,,0.39%,,,0,5596,632.4,5.68
1,Q9Y276,Mitochondrial chaperone BCS1 OS=Homo sapiens GN=BCS1L PE=1 SV=1 - [BCS1_HUMAN],2.63%,1,1,1,1,,1,,,1,,,2.63%,,,0,,419,47.5,8.5
1,Q9Y5J9,Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens GN=TIMM8B PE=1 SV=1 - [TIM8B_HUMAN],25.30%,1,2,2,2,,1,1,,1,1,,13.25%,12.05%,,0,0,83,9.3,5.12
1,O96008,Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1 - [TOM40_HUMAN],4.99%,1,2,2,9,2,1,2,4,2,3,4.99%,4.99%,4.99%,0,0,0,361,37.9,7.25
1,Q8N4H5,Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens GN=TOMM5 PE=1 SV=1 - [TOM5_HUMAN],19.61%,1,1,1,1,,1,,,1,,,19.61%,,,0,,51,6,9.7
1,Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog OS=Homo sapiens GN=TOMM7 PE=1 SV=1 - [TOM7_HUMAN],23.64%,1,1,1,3,1,1,1,1,1,1,23.64%,23.64%,23.64%,0,0,0,55,6.2,10.29
1,Q99797,Mitochondrial intermediate peptidase OS=Homo sapiens GN=MIPEP PE=1 SV=2 - [MIPEP_HUMAN],1.40%,1,1,1,1,,,1,,,1,,,1.40%,,,0,713,80.6,7.05
1,O43318,Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=MAP3K7 PE=1 SV=1 - [M3K7_HUMAN],2.31%,1,1,1,1,,,1,,,1,,,2.31%,,,0,606,67.2,7.11
1,O43684,Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1 - [BUB3_HUMAN],3.96%,1,1,1,1,,,1,,,1,,,3.96%,,,0,328,37.1,6.84
1,Q13257,Mitotic spindle assembly checkpoint protein MAD2A OS=Homo sapiens GN=MAD2L1 PE=1 SV=1 - [MD2L1_HUMAN],8.78%,1,2,2,2,,,2,,,2,,,8.78%,,,0,205,23.5,5.08
1,Q8NB16,Mixed lineage kinase domain-like protein OS=Homo sapiens GN=MLKL PE=1 SV=1 - [MLKL_HUMAN],2.34%,1,1,1,1,,,1,,,1,,,2.34%,,,0,471,54.4,8.82
1,P26038,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3 - [MOES_HUMAN],5.37%,1,1,1,1,,,1,,,1,,,5.37%,,,0,577,67.8,6.4
1,P53985,Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3 - [MOT1_HUMAN],4.20%,1,2,2,2,1,1,,1,1,,4.00%,4.20%,,0,0,,500,53.9,8.66
1,Q14149,MORC family CW-type zinc finger protein 3 OS=Homo sapiens GN=MORC3 PE=1 SV=3 - [MORC3_HUMAN],0.96%,1,1,1,2,,1,,,2,,,0.96%,,,0,,939,107,5.6
1,Q9UBU8,Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1 PE=1 SV=2 - [MO4L1_HUMAN],3.31%,1,1,1,1,,1,,,1,,,3.31%,,,0,,362,41.4,9.28
1,Q9UKD2,mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2 - [MRT4_HUMAN],4.60%,1,1,1,1,,1,,,1,,,4.60%,,,0,,239,27.5,8.29
1,Q96T58,Msx2-interacting protein OS=Homo sapiens GN=SPEN PE=1 SV=1 - [MINT_HUMAN],0.46%,1,1,1,2,,1,1,,1,1,,0.46%,0.46%,,0,0,3664,402,7.64
1,Q9H7C9,Mth938 domain-containing protein OS=Homo sapiens GN=AAMDC PE=1 SV=1 - [AAMDC_HUMAN],14.75%,1,1,1,3,,1,1,,2,1,,14.75%,14.75%,,0,0,122,13.3,8.46
1,Q7Z5P9,Mucin-19 OS=Homo sapiens GN=MUC19 PE=1 SV=3 - [MUC19_HUMAN],0.36%,1,1,1,1,1,,,1,,,0.36%,,,0,,,8384,804.8,5.01
1,P33527,Multidrug resistance-associated protein 1 OS=Homo sapiens GN=ABCC1 PE=1 SV=3 - [MRP1_HUMAN],0.91%,1,1,1,1,,1,,,1,,,0.91%,,,0,,1531,171.5,7.11
1,O15439,Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3 - [MRP4_HUMAN],2.64%,1,2,2,4,1,2,1,1,2,1,1.36%,2.64%,1.28%,0,0,0,1325,149.4,8.19
1,P22234,Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3 - [PUR6_HUMAN],3.53%,1,1,1,1,,1,,,1,,,3.53%,,,0,,425,47,7.23
1,Q9BQG0,Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2 - [MBB1A_HUMAN],4.67%,1,4,4,4,1,1,2,1,1,2,0.83%,0.98%,2.86%,0,0,0,1328,148.8,9.28
1,O95297,Myelin protein zero-like protein 1 OS=Homo sapiens GN=MPZL1 PE=1 SV=1 - [MPZL1_HUMAN],7.06%,1,1,1,2,,1,1,,1,1,,7.06%,7.06%,,0,0,269,29.1,8.72
1,P60660,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2 - [MYL6_HUMAN],12.58%,2,1,1,1,,,1,,,1,,,12.58%,,,0,151,16.9,4.65
1,P35580,Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3 - [MYH10_HUMAN],0.86%,1,1,1,3,,1,,,3,,,0.86%,,,0,,1976,228.9,5.54
1,P35579,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4 - [MYH9_HUMAN],2.35%,1,3,3,11,1,2,1,5,5,1,0.87%,1.58%,0.77%,0,0,0,1960,226.4,5.6
1,Q9BSU3,N-alpha-acetyltransferase 11 OS=Homo sapiens GN=NAA11 PE=1 SV=3 - [NAA11_HUMAN],5.68%,2,1,1,1,,,1,,,1,,,5.68%,,,0,229,26,5.17
1,O95298,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens GN=NDUFC2 PE=1 SV=1 - [NDUC2_HUMAN],6.72%,1,1,1,1,,,1,,,1,,,6.72%,,,0,119,14.2,8.98
1,P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens GN=NDUFV1 PE=1 SV=4 - [NDUV1_HUMAN]",2.16%,1,1,1,2,1,,,2,,,2.16%,,,0,,,464,50.8,8.21
1,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens GN=NDUFS8 PE=1 SV=1 - [NDUS8_HUMAN]",5.24%,1,1,1,2,,1,1,,1,1,,5.24%,5.24%,,0,0,210,23.7,6.34
1,P00387,NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 PE=1 SV=3 - [NB5R3_HUMAN],7.64%,1,1,1,3,1,,1,1,,2,7.64%,,7.64%,0,,0,301,34.2,7.59
1,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1 - [NACAM_HUMAN]",2.65%,3,4,4,9,2,2,3,3,2,4,1.73%,1.44%,1.54%,0,0,0,2078,205.3,9.58
1,P55160,Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=1 SV=3 - [NCKPL_HUMAN],2.66%,1,1,1,1,1,,,1,,,2.66%,,,0,,,1127,128.1,6.86
1,Q9BT67,NEDD4 family-interacting protein 1 OS=Homo sapiens GN=NDFIP1 PE=1 SV=1 - [NFIP1_HUMAN],4.98%,1,1,1,1,,1,,,1,,,4.98%,,,0,,221,24.9,4.68
1,Q9NV92,NEDD4 family-interacting protein 2 OS=Homo sapiens GN=NDFIP2 PE=1 SV=2 - [NFIP2_HUMAN],4.76%,1,1,1,3,,1,1,,2,1,,4.76%,4.76%,,2.1,0,336,36.4,5.08
1,Q15843,NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1 - [NEDD8_HUMAN],55.56%,1,4,4,8,1,3,2,1,5,2,14.81%,40.74%,40.74%,0,0,0,81,9.1,8.43
1,P61081,NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens GN=UBE2M PE=1 SV=1 - [UBC12_HUMAN],7.65%,1,1,1,3,,1,1,,2,1,,7.65%,7.65%,,0,0,183,20.9,7.69
1,Q8NF91,Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=4 - [SYNE1_HUMAN],0.15%,1,1,1,1,,1,,,1,,,0.15%,,,0,,8797,1010.5,5.53
1,Q6ZS30,Neurobeachin-like protein 1 OS=Homo sapiens GN=NBEAL1 PE=2 SV=3 - [NBEL1_HUMAN],1.15%,1,1,1,1,,,1,,,1,,,1.15%,,,0,2694,307,6.44
1,O14786,Neuropilin-1 OS=Homo sapiens GN=NRP1 PE=1 SV=3 - [NRP1_HUMAN],0.65%,1,1,1,1,,,1,,,1,,,0.65%,,,0,923,103.1,5.88
1,Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3 - [GANAB_HUMAN],7.20%,1,3,3,13,1,2,2,4,6,3,1.69%,3.92%,4.98%,0,0,0,944,106.8,6.14
1,Q15758,Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2 - [AAAT_HUMAN],15.53%,1,4,4,19,4,1,3,12,4,3,15.53%,5.55%,12.57%,0,0,2.28,541,56.6,5.48
1,Q14596,Next to BRCA1 gene 1 protein OS=Homo sapiens GN=NBR1 PE=1 SV=3 - [NBR1_HUMAN],2.17%,1,1,1,2,,1,,,2,,,2.17%,,,0,,966,107.3,5.12
1,O15226,NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF PE=1 SV=2 - [NKRF_HUMAN],1.45%,1,1,1,1,,1,,,1,,,1.45%,,,0,,690,77.6,8.79
1,Q9Y314,Nitric oxide synthase-interacting protein OS=Homo sapiens GN=NOSIP PE=1 SV=1 - [NOSIP_HUMAN],3.99%,1,1,1,1,,1,,,1,,,3.99%,,,0,,301,33.2,8.82
1,Q15233,Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4 - [NONO_HUMAN],8.28%,1,3,3,3,,1,2,,1,2,,2.34%,5.94%,,0,0,471,54.2,8.95
1,P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2 - [NASP_HUMAN],5.08%,1,3,3,3,,2,1,,2,1,,3.81%,1.27%,,0,0,788,85.2,4.3
1,Q09161,Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1 - [NCBP1_HUMAN],1.14%,1,1,1,2,1,1,,1,1,,1.14%,1.14%,,0,0,,790,91.8,6.43
1,P52298,Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2 PE=1 SV=1 - [NCBP2_HUMAN],5.13%,1,1,1,1,,1,,,1,,,5.13%,,,0,,156,18,8.21
